tcp.flags.ack,tcp.flags,icmp.seq_le,icmp.checksum,tcp.ack_raw,tcp.checksum,http.request.method,udp.stream,tcp.dstport,tcp.connection.fin,tcp.connection.synack,tcp.ack,http.content_length,tcp.connection.syn,tcp.srcport,arp.hw.size,arp.opcode,tcp.connection.rst,tcp.len,frame.time,dns.qry.name.len,dns.qry.qu,udp.time_delta,mqtt.protoname,tcp.seq,Attack_type
1.0,25.0,0.0,0.0,3158098426.0,19729.0,0.0,0.0,1883.0,1.0,0.0,5.0,0.0,0.0,54657.0,0.0,0.0,0.0,2.0, 2021 22:40:00.004047000 ,0,0.0,0.0,0,56.0,Normal
1.0,16.0,0.0,0.0,2588689039.0,8742.0,0.0,0.0,57317.0,0.0,0.0,15.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 22:14:15.197326000 ,0,0.0,0.0,0,1.0,Normal
1.0,16.0,0.0,0.0,1665661906.0,60328.0,0.0,0.0,60789.0,0.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 18:41:29.894592000 ,0,0.0,0.0,0,6.0,Normal
1.0,17.0,0.0,0.0,3080137485.0,57713.0,0.0,0.0,52608.0,1.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 17:02:52.430188000 ,0.0,0.0,0.0,0,5.0,Normal
1.0,16.0,0.0,0.0,2751872741.0,52664.0,0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,59908.0,0.0,0.0,0.0,0.0, 2021 23:11:41.934029000 ,0.0,0.0,0.0,0.0,109.0,Uploading
1.0,17.0,0.0,0.0,2738803125.0,54655.0,0.0,0.0,52185.0,1.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 16:16:23.016028000 ,0,0.0,0.0,0,5.0,Normal
1.0,25.0,0.0,0.0,1880071993.0,22403.0,0.0,0.0,1883.0,1.0,0.0,5.0,0.0,0.0,55846.0,0.0,0.0,0.0,2.0, 2021 21:33:09.111550000 ,0,0.0,0.0,0,56.0,Normal
1.0,16.0,0.0,0.0,1957764574.0,53789.0,0.0,0.0,1883.0,0.0,0.0,6.0,0.0,0.0,54479.0,0.0,0.0,0.0,0.0, 2021 21:15:18.529881000 ,0,0.0,0.0,0,59.0,Normal
0.0,4.0,0.0,0.0,0.0,61659.0,0.0,0.0,58173.0,0.0,0.0,0.0,0.0,0.0,1883.0,0.0,0.0,1.0,0.0, 2021 18:28:54.786451000 ,0.0,0.0,0.0,0,6.0,Normal
1.0,25.0,0.0,0.0,102631104.0,38037.0,0.0,0.0,1883.0,1.0,0.0,5.0,0.0,0.0,54505.0,0.0,0.0,0.0,2.0, 2021 17:32:10.093831000 ,0.0,0.0,0.0,0,56.0,Normal
1.0,16.0,0.0,0.0,1277249917.0,11857.0,0.0,0.0,49482.0,0.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 11:59:27.659340000 ,0.0,0.0,0.0,0,6.0,Normal
1.0,18.0,0.0,0.0,3723841389.0,21304.0,0.0,0.0,62169.0,0.0,1.0,1.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 19:04:47.859653000 ,0,0.0,0.0,0,0.0,Normal
1.0,24.0,0.0,0.0,2372075499.0,28612.0,0.0,0.0,60944.0,0.0,0.0,450818.0,0.0,0.0,5900.0,0.0,0.0,0.0,82.0, 2021 19:43:35.567397000 ,0.0,0.0,0.0,0,118687657.0,Normal
1.0,20.0,0.0,0.0,537658550.0,43304.0,0.0,0.0,48629.0,0.0,0.0,121.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0, 2021 19:06:50.477361000 ,0.0,0.0,0.0,0.0,1.0,DDoS_TCP
1.0,24.0,0.0,0.0,2371788898.0,11052.0,0.0,0.0,60944.0,0.0,0.0,164217.0,0.0,0.0,5900.0,0.0,0.0,0.0,161.0, 2021 19:18:20.779157000 ,0.0,0.0,0.0,0,41692155.0,Normal
1.0,24.0,0.0,0.0,3072950723.0,42654.0,0.0,0.0,50959.0,0.0,0.0,15.0,0.0,0.0,1883.0,0.0,0.0,0.0,4.0, 2021 16:36:42.355885000 ,0.0,0.0,0.0,0,1.0,Normal
1.0,16.0,0.0,0.0,453577184.0,26178.0,0.0,0.0,55703.0,0.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 19:08:15.835638000 ,0,0.0,0.0,0,6.0,Normal
1.0,16.0,0.0,0.0,823520102.0,31202.0,0.0,0.0,1883.0,0.0,0.0,1.0,0.0,0.0,63681.0,0.0,0.0,0.0,0.0, 2021 15:41:37.789762000 ,0.0,0.0,0.0,0,1.0,Normal
1.0,16.0,0.0,0.0,3861720403.0,61487.0,0.0,0.0,1883.0,0.0,0.0,6.0,0.0,0.0,63220.0,0.0,0.0,0.0,0.0, 2021 16:25:10.660934000 ,0,0.0,0.0,0,59.0,Normal
1.0,20.0,0.0,0.0,939087847.0,60206.0,0.0,0.0,58034.0,0.0,0.0,121.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0, 2021 19:09:55.271388000 ,0.0,0.0,0.0,0.0,1.0,DDoS_TCP
0.0,2.0,0.0,0.0,0.0,48151.0,0,0.0,3333.0,0.0,0.0,0.0,0.0,1.0,52352.0,0.0,0.0,0.0,0.0, 2021 23:12:10.497500000 ,0.0,0.0,0.0,0.0,0.0,Uploading
1.0,16.0,0.0,0.0,822666622.0,53071.0,0.0,0.0,1883.0,0.0,0.0,6.0,0.0,0.0,57497.0,0.0,0.0,0.0,0.0, 2021 17:46:01.110690000 ,0,0.0,0.0,0,59.0,Normal
1.0,16.0,0.0,0.0,250510931.0,22528.0,0.0,0.0,1883.0,0.0,0.0,1.0,0.0,0.0,51141.0,0.0,0.0,0.0,0.0, 2021 12:25:35.649686000 ,0.0,0.0,0.0,0,1.0,Normal
1.0,16.0,0.0,0.0,3893297784.0,11320.0,0,0.0,34114.0,0.0,0.0,108.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 23:14:42.666364000 ,0.0,0.0,0.0,0.0,1.0,Uploading
1.0,16.0,0.0,0.0,3861613033.0,41203.0,0.0,0.0,1883.0,0.0,0.0,6.0,0.0,0.0,54838.0,0.0,0.0,0.0,0.0, 2021 21:37:07.522373000 ,0,0.0,0.0,0,59.0,Normal
1.0,24.0,0.0,0.0,2473595434.0,57030.0,0.0,0.0,1883.0,0.0,0.0,5.0,0.0,0.0,51425.0,0.0,0.0,0.0,41.0, 2021 17:38:16.970954000 ,0,0.0,0.0,0,15.0,Normal
1.0,18.0,0.0,0.0,1810544703.0,9413.0,0.0,0.0,65485.0,0.0,1.0,1.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 19:54:03.192222000 ,0,0.0,0.0,0,0.0,Normal
1.0,18.0,0.0,0.0,1678718183.0,19287.0,0.0,0.0,59871.0,0.0,1.0,1.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 14:42:10.847190000 ,0.0,0.0,0.0,0,0.0,Normal
0.0,2.0,0.0,0.0,2061980645.0,20272.0,0.0,0.0,80.0,0.0,0.0,2061980645.0,0.0,1.0,47456.0,0.0,0.0,0.0,120.0, 2021 19:06:07.269266000 ,0.0,0.0,0.0,0.0,0.0,DDoS_TCP
1.0,20.0,0.0,0.0,770265259.0,10208.0,0.0,0.0,47573.0,0.0,0.0,121.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0, 2021 19:05:13.762046000 ,0.0,0.0,0.0,0.0,1.0,DDoS_TCP
1.0,20.0,0.0,0.0,2500247767.0,6124.0,0,0.0,45702.0,0.0,0.0,1.0,0.0,0.0,3333.0,0.0,0.0,1.0,0.0, 2021 23:08:52.606603000 ,0.0,0.0,0.0,0.0,1.0,Uploading
