tcp.flags.ack,tcp.flags,icmp.seq_le,icmp.checksum,tcp.ack_raw,tcp.checksum,http.request.method,udp.stream,tcp.dstport,tcp.connection.fin,tcp.connection.synack,tcp.ack,http.content_length,tcp.connection.syn,tcp.srcport,arp.hw.size,arp.opcode,tcp.connection.rst,tcp.len,frame.time,dns.qry.name.len,dns.qry.qu,udp.time_delta,mqtt.protoname,tcp.seq,Attack_type
1.0,16.0,0.0,0.0,2579245388.0,7417.0,0.0,0.0,56322.0,0.0,0.0,943505.0,0.0,0.0,4321.0,0.0,0.0,0.0,0.0, 2021 18:16:47.563873000 ,0.0,0.0,0.0,0.0,1.0,Backdoor
1.0,17.0,0.0,0.0,1074991570.0,37711.0,0.0,0.0,50931.0,1.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 15:57:01.862616000 ,0,0.0,0.0,0,5.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0, 2021 17:29:36.296853000 ,0.0,0.0,0.0,0.0,0.0,Port_Scanning
0.0,2.0,0.0,0.0,0.0,52907.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,49498.0,0.0,0.0,0.0,0.0, 2021 19:31:18.724265000 ,0.0,0.0,0.0,0.0,0.0,Password
1.0,16.0,0.0,0.0,1980047769.0,18718.0,0,0.0,80.0,0.0,0.0,479.0,0.0,0.0,38138.0,0.0,0.0,0.0,0.0, 2021 21:36:01.780582000 ,0.0,0.0,0.0,0.0,326.0,SQL_injection
1.0,16.0,0.0,0.0,880873682.0,38768.0,0,0.0,80.0,0.0,0.0,478.0,0.0,0.0,39434.0,0.0,0.0,0.0,0.0, 2021 21:37:20.133349000 ,0.0,0.0,0.0,0.0,689.0,SQL_injection
1.0,17.0,0.0,0.0,3207713217.0,57037.0,0,0.0,42186.0,1.0,0.0,636.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:40:38.540245000 ,0.0,0.0,0.0,0.0,478.0,SQL_injection
1.0,16.0,0.0,0.0,2196461009.0,17364.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,42460.0,0.0,0.0,0.0,0.0, 2021 21:40:51.167728000 ,0.0,0.0,0.0,0.0,1.0,SQL_injection
1.0,16.0,0.0,0.0,2692921914.0,44897.0,0.0,0.0,60210.0,0.0,0.0,866657.0,0.0,0.0,4321.0,0.0,0.0,0.0,0.0, 2021 20:32:25.979131000 ,0.0,0.0,0.0,0.0,1.0,Backdoor
0.0,2.0,0.0,0.0,1347509593.0,29416.0,0.0,0.0,80.0,0.0,0.0,1347509593.0,0.0,1.0,2809.0,0.0,0.0,0.0,0.0, 2021 16:27:13.015837000 ,0.0,0.0,0.0,0.0,0.0,Port_Scanning
0.0,2.0,0.0,0.0,1848098103.0,56702.0,0.0,0.0,80.0,0.0,0.0,1848098103.0,0.0,1.0,6361.0,0.0,0.0,0.0,0.0, 2021 17:26:29.042250000 ,0.0,0.0,0.0,0.0,0.0,Port_Scanning
1.0,24.0,0.0,0.0,1453306566.0,27170.0,0.0,0.0,4321.0,0.0,0.0,1.0,0.0,0.0,56322.0,0.0,0.0,0.0,224.0, 2021 18:34:18.092703000 ,0.0,0.0,0.0,0.0,1845745.0,Backdoor
1.0,16.0,0.0,0.0,34613360.0,9668.0,0.0,0.0,53426.0,0.0,0.0,59.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 13:01:57.612846000 ,0.0,0.0,0.0,0,6.0,Normal
1.0,17.0,0.0,0.0,1144390339.0,26517.0,0,0.0,39606.0,1.0,0.0,222.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 18:45:41.919291000 ,0.0,0.0,0.0,0.0,1759.0,Password
1.0,16.0,0.0,0.0,1415204381.0,63679.0,0,0.0,80.0,0.0,0.0,478.0,0.0,0.0,45272.0,0.0,0.0,0.0,0.0, 2021 21:43:15.958974000 ,0.0,0.0,0.0,0.0,598.0,SQL_injection
1.0,18.0,0.0,0.0,3159813956.0,56245.0,0,0.0,42810.0,0.0,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:41:04.771703000 ,0.0,0.0,0.0,0.0,0.0,SQL_injection
1.0,24.0,0.0,0.0,1325663533.0,28699.0,0,0.0,50098.0,0.0,0.0,25354.0,277.0,0.0,80.0,0.0,0.0,0.0,495.0, 2021 19:36:48.217305000 ,0.0,0.0,0.0,0.0,38612.0,Vulnerability_scanner
0.0,0.0,0.0,37656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 2021 22:15:57.832915000 ,0.0,0.0,0.0,0.0,0.0,Fingerprinting
1.0,16.0,0.0,0.0,1268281226.0,57460.0,0.0,0.0,5900.0,0.0,0.0,129429319.0,0.0,0.0,60944.0,0.0,0.0,0.0,0.0, 2021 19:46:53.257933000 ,0.0,0.0,0.0,0,489712.0,Normal
1.0,16.0,0.0,0.0,3745531532.0,15715.0,0,0.0,44528.0,0.0,0.0,611.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:42:32.554075000 ,0.0,0.0,0.0,0.0,1.0,SQL_injection
1.0,24.0,0.0,0.0,3157053829.0,45547.0,GET,0.0,80.0,0.0,0.0,1.0,0.0,0.0,43280.0,0.0,0.0,0.0,389.0, 2021 21:41:29.415290000 ,0.0,0.0,0.0,0.0,1.0,SQL_injection
1.0,16.0,0.0,0.0,2842917030.0,26929.0,0,0.0,52942.0,0.0,0.0,223.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 20:41:28.947888000 ,0.0,0.0,0.0,0.0,1760.0,Password
0.0,2.0,0.0,0.0,0.0,22380.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,45272.0,0.0,0.0,0.0,0.0, 2021 21:43:15.929302000 ,0.0,0.0,0.0,0.0,0.0,SQL_injection
1.0,16.0,0.0,0.0,760255029.0,26505.0,0,0.0,80.0,0.0,0.0,478.0,0.0,0.0,37240.0,0.0,0.0,0.0,0.0, 2021 21:35:24.235382000 ,0.0,0.0,0.0,0.0,681.0,SQL_injection
1.0,16.0,0.0,0.0,2379455674.0,54373.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,41794.0,0.0,0.0,0.0,0.0, 2021 21:40:25.410783000 ,0.0,0.0,0.0,0.0,1.0,SQL_injection
1.0,16.0,0.0,0.0,4074486674.0,54359.0,0,0.0,32784.0,0.0,0.0,108.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 23:11:59.787279000 ,0.0,0.0,0.0,0.0,1.0,Uploading
1.0,18.0,0.0,0.0,233806212.0,27826.0,0,0.0,39018.0,0.0,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:36:42.699998000 ,0.0,0.0,0.0,0.0,0.0,SQL_injection
1.0,16.0,0.0,0.0,280892339.0,18450.0,0,0.0,80.0,0.0,0.0,479.0,0.0,0.0,38130.0,0.0,0.0,0.0,0.0, 2021 21:36:01.641204000 ,0.0,0.0,0.0,0.0,323.0,SQL_injection
1.0,16.0,0.0,0.0,1148903891.0,27526.0,0,0.0,80.0,0.0,0.0,479.0,0.0,0.0,43582.0,0.0,0.0,0.0,0.0, 2021 21:41:41.389734000 ,0.0,0.0,0.0,0.0,378.0,SQL_injection
1.0,16.0,0.0,0.0,1918327287.0,27614.0,0.0,0.0,1883.0,0.0,0.0,6.0,0.0,0.0,65243.0,0.0,0.0,0.0,0.0, 2021 16:04:05.260009000 ,0.0,0.0,0.0,0,59.0,Normal
1.0,24.0,0.0,0.0,3738738546.0,29672.0,GET,0.0,80.0,0.0,0.0,1.0,0.0,0.0,36190.0,0.0,0.0,0.0,221.0, 2021 17:25:02.904850000 ,0.0,0.0,0.0,0.0,1.0,Password
1.0,16.0,0.0,0.0,4140450459.0,43014.0,0,0.0,40796.0,0.0,0.0,387.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:38:16.314935000 ,0.0,0.0,0.0,0.0,479.0,SQL_injection
1.0,16.0,0.0,0.0,3532049561.0,27634.0,0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,60604.0,0.0,0.0,0.0,0.0, 2021 23:11:53.967602000 ,0.0,0.0,0.0,0.0,109.0,Uploading
1.0,24.0,0.0,0.0,178945384.0,23422.0,GET,0.0,80.0,0.0,0.0,26732.0,57.0,0.0,51160.0,0.0,0.0,0.0,339.0, 2021 19:42:28.217977000 ,0.0,0.0,0.0,0.0,18210.0,Vulnerability_scanner
1.0,24.0,0.0,0.0,1179263656.0,15792.0,0.0,0.0,5900.0,0.0,0.0,40411749.0,0.0,0.0,60944.0,0.0,0.0,0.0,32.0, 2021 19:17:52.594407000 ,0.0,0.0,0.0,0,158723.0,Normal
0.0,2.0,0.0,0.0,0.0,23687.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,33858.0,0.0,0.0,0.0,0.0, 2021 20:19:07.000756000 ,0.0,0.0,0.0,0.0,0.0,Password
1.0,17.0,0.0,0.0,716974454.0,29116.0,0,0.0,80.0,1.0,0.0,479.0,0.0,0.0,44486.0,0.0,0.0,0.0,0.0, 2021 21:42:31.691422000 ,0.0,0.0,0.0,0.0,315.0,SQL_injection
0.0,2.0,0.0,0.0,0.0,30533.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0,1.0,60604.0,0.0,0.0,0.0,0.0, 2021 15:43:22.584913000 ,0,0.0,0.0,0,0.0,Normal
1.0,16.0,0.0,0.0,616443569.0,39330.0,0,0.0,37610.0,0.0,0.0,314.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:35:39.169728000 ,0.0,0.0,0.0,0.0,1.0,SQL_injection
1.0,16.0,0.0,0.0,3833454785.0,33288.0,0.0,0.0,57253.0,0.0,0.0,56.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0, 2021 22:13:12.389533000 ,0,0.0,0.0,0,5.0,Normal
1.0,16.0,0.0,0.0,1029361685.0,53789.0,0,0.0,44124.0,0.0,0.0,319.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:42:09.893568000 ,0.0,0.0,0.0,0.0,479.0,SQL_injection
1.0,24.0,0.0,0.0,1995118119.0,42127.0,0,0.0,56888.0,0.0,0.0,222.0,1465.0,0.0,80.0,0.0,0.0,0.0,310.0, 2021 17:16:15.387852000 ,0.0,0.0,0.0,0.0,1449.0,Password
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 2021 21:43:03.958260000 ,0.0,0.0,0.0,0.0,0.0,SQL_injection
1.0,24.0,0.0,0.0,1320652096.0,43779.0,0.0,0.0,5900.0,0.0,0.0,181800189.0,0.0,0.0,60944.0,0.0,0.0,0.0,27.0, 2021 20:01:22.050427000 ,0,0.0,0.0,0,648583.0,Normal
1.0,16.0,0.0,0.0,30412863.0,9692.0,0,0.0,41600.0,0.0,0.0,637.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 21:40:16.558415000 ,0.0,0.0,0.0,0.0,479.0,SQL_injection
1.0,24.0,0.0,0.0,4043948030.0,59610.0,0,0.0,39698.0,0.0,0.0,452.0,0.0,0.0,80.0,0.0,0.0,0.0,477.0, 2021 21:37:32.059054000 ,0.0,0.0,0.0,0.0,1.0,SQL_injection
0.0,2.0,0.0,0.0,278985043.0,47730.0,0.0,0.0,80.0,0.0,0.0,278985043.0,0.0,1.0,7402.0,0.0,0.0,0.0,0.0, 2021 17:43:51.522430000 ,0.0,0.0,0.0,0.0,0.0,Port_Scanning
