tcp.flags.ack,tcp.flags,icmp.seq_le,icmp.checksum,tcp.ack_raw,tcp.checksum,http.request.method,udp.stream,tcp.dstport,tcp.connection.fin,tcp.connection.synack,tcp.ack,http.content_length,tcp.connection.syn,tcp.srcport,arp.hw.size,arp.opcode,tcp.connection.rst,tcp.len,frame.time,dns.qry.name.len,dns.qry.qu,udp.time_delta,mqtt.protoname,tcp.seq,Attack_type
1.0,18.0,0.0,0.0,3034968824.0,51080.0,0,0.0,49610.0,0.0,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 19:34:00.833029000 ,0.0,0.0,0.0,0.0,0.0,Vulnerability_scanner
1.0,16.0,0.0,0.0,711301045.0,5922.0,0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,34652.0,0.0,0.0,0.0,0.0, 2021 23:16:46.977129000 ,0.0,0.0,0.0,0.0,108.0,Uploading
1.0,16.0,0.0,0.0,576581857.0,51317.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,34216.0,0.0,0.0,0.0,0.0, 2021 23:15:12.485256000 ,0.0,0.0,0.0,0.0,1.0,Uploading
1.0,24.0,0.0,0.0,1288962697.0,64824.0,GET,0.0,80.0,0.0,0.0,1.0,0.0,0.0,59388.0,0.0,0.0,0.0,107.0, 2021 23:09:39.025576000 ,0.0,0.0,0.0,0.0,1.0,Uploading
1.0,24.0,0.0,0.0,2128682573.0,45426.0,0,0.0,48812.0,0.0,0.0,25439.0,277.0,0.0,80.0,0.0,0.0,0.0,495.0, 2021 19:25:50.090470000 ,0.0,0.0,0.0,0.0,46625.0,Vulnerability_scanner
0.0,0.0,27059.0,64910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 2021 23:18:05.377479000 ,0.0,0.0,0.0,0.0,0.0,DDoS_ICMP
1.0,16.0,0.0,0.0,2394954586.0,4315.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,60920.0,0.0,0.0,0.0,0.0, 2021 23:11:58.424237000 ,0.0,0.0,0.0,0.0,1.0,Uploading
0.0,0.0,21085.0,21414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 2021 23:24:26.771416000 ,0.0,0.0,0.0,0.0,0.0,DDoS_ICMP
0.0,0.0,10445.0,60367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 2021 23:21:40.494386000 ,0.0,0.0,0.0,0.0,0.0,DDoS_ICMP
1.0,24.0,0.0,0.0,2480972196.0,20689.0,0,0.0,48806.0,0.0,0.0,4351.0,277.0,0.0,80.0,0.0,0.0,0.0,495.0, 2021 19:25:47.705892000 ,0.0,0.0,0.0,0.0,5942.0,Vulnerability_scanner
0.0,0.0,13926.0,19138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 2021 23:19:23.006468000 ,0.0,0.0,0.0,0.0,0.0,DDoS_ICMP
1.0,24.0,0.0,0.0,891897986.0,29723.0,GET,0.0,80.0,0.0,0.0,41501.0,36.0,0.0,48994.0,0.0,0.0,0.0,256.0, 2021 19:29:44.743223000 ,0.0,0.0,0.0,0.0,23218.0,Vulnerability_scanner
1.0,16.0,0.0,0.0,3202296803.0,7332.0,0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,34626.0,0.0,0.0,0.0,0.0, 2021 23:16:46.604071000 ,0.0,0.0,0.0,0.0,108.0,Uploading
1.0,16.0,0.0,0.0,1065110876.0,3312.0,0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,59172.0,0.0,0.0,0.0,0.0, 2021 23:09:28.508872000 ,0.0,0.0,0.0,0.0,108.0,Uploading
1.0,24.0,0.0,0.0,1144722821.0,31296.0,GET,0.0,80.0,0.0,0.0,44765.0,57.0,0.0,48418.0,0.0,0.0,0.0,312.0, 2021 19:23:31.108350000 ,0.0,0.0,0.0,0.0,28648.0,Vulnerability_scanner
0.0,2.0,0.0,0.0,0.0,9483.0,0,0.0,3333.0,0.0,0.0,0.0,0.0,1.0,45774.0,0.0,0.0,0.0,0.0, 2021 23:09:27.381519000 ,0.0,0.0,0.0,0.0,0.0,Uploading
