tcp.flags.ack,tcp.flags,icmp.seq_le,icmp.checksum,tcp.ack_raw,tcp.checksum,http.request.method,udp.stream,tcp.dstport,tcp.connection.fin,tcp.connection.synack,tcp.ack,http.content_length,tcp.connection.syn,tcp.srcport,arp.hw.size,arp.opcode,tcp.connection.rst,tcp.len,frame.time,dns.qry.name.len,dns.qry.qu,udp.time_delta,mqtt.protoname,tcp.seq,Attack_type
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382550.0,0.0,0.0,0.0,0.0,0.0,0.0,35021.0,0.0,0.0,0.0,0.0,247.10.184.197,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
0.0,2.0,0.0,0.0,0.0,7614.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,58910.0,0.0,0.0,0.0,0.0, 2021 11:36:04.265297000 ,0.0,0.0,0.0,0.0,0.0,DDoS_HTTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063717.0,0.0,0.0,0.0,0.0,0.0,0.0,45264.0,0.0,0.0,0.0,0.0,35.252.41.165,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522810.0,0.0,0.0,0.0,0.0,0.0,0.0,24767.0,0.0,0.0,0.0,0.0,104.21.2.207,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
0.0,2.0,0.0,0.0,0.0,7608.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,39316.0,0.0,0.0,0.0,0.0, 2021 11:37:23.454076000 ,0.0,0.0,0.0,0.0,0.0,DDoS_HTTP
1.0,24.0,0.0,0.0,116761543.0,47439.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,55338.0,0.0,0.0,0.0,24.0, 2021 11:36:01.982926000 ,0.0,0.0,0.0,0.0,258.0,DDoS_HTTP
1.0,17.0,0.0,0.0,3015109704.0,17411.0,0,0.0,55134.0,1.0,0.0,263.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 11:36:00.807594000 ,0.0,0.0,0.0,0.0,487.0,DDoS_HTTP
1.0,24.0,0.0,0.0,3022456425.0,18441.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,36754.0,0.0,0.0,0.0,32.0, 2021 11:38:34.923279000 ,0.0,0.0,0.0,0.0,855.0,DDoS_HTTP
1.0,20.0,0.0,0.0,3081607032.0,4766.0,0,0.0,48780.0,0.0,0.0,1.0,0.0,0.0,3333.0,0.0,0.0,1.0,0.0, 2021 23:11:46.782782000 ,0.0,0.0,0.0,0.0,1.0,Uploading
1.0,16.0,0.0,0.0,3894562742.0,39363.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,43626.0,0.0,0.0,0.0,0.0, 2021 11:38:36.007062000 ,0.0,0.0,0.0,0.0,1.0,DDoS_HTTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520061.0,0.0,0.0,0.0,0.0,0.0,0.0,10001.0,0.0,0.0,0.0,0.0,187.22.38.126,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
1.0,16.0,0.0,0.0,266066734.0,8842.0,0.0,0.0,35306.0,0.0,0.0,300913.0,0.0,0.0,4321.0,0.0,0.0,0.0,0.0, 2021 16:23:56.510295000 ,0.0,0.0,0.0,0.0,1.0,Ransomware
1.0,24.0,0.0,0.0,2209563195.0,21852.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,34262.0,0.0,0.0,0.0,13.0, 2021 11:37:23.008954000 ,0.0,0.0,0.0,0.0,397.0,DDoS_HTTP
1.0,16.0,0.0,0.0,1457438791.0,10497.0,0,0.0,34512.0,0.0,0.0,844.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 11:38:04.937101000 ,0.0,0.0,0.0,0.0,1.0,DDoS_HTTP
1.0,24.0,0.0,0.0,1771071641.0,40569.0,GET,0.0,80.0,0.0,0.0,8429.0,0.0,0.0,48172.0,0.0,0.0,0.0,164.0, 2021 19:22:24.312890000 ,0.0,0.0,0.0,0.0,2750.0,Vulnerability_scanner
1.0,24.0,0.0,0.0,287752237.0,60149.0,GET,0.0,80.0,0.0,0.0,38117.0,36.0,0.0,49024.0,0.0,0.0,0.0,251.0, 2021 19:30:13.792169000 ,0.0,0.0,0.0,0.0,19683.0,Vulnerability_scanner
1.0,16.0,0.0,0.0,3905840513.0,29584.0,0,0.0,55934.0,0.0,0.0,745.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 11:36:40.970114000 ,0.0,0.0,0.0,0.0,1.0,DDoS_HTTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739016.0,0.0,0.0,0.0,0.0,0.0,0.0,39103.0,0.0,0.0,0.0,0.0,227.242.212.6,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
1.0,17.0,0.0,0.0,1606335458.0,49090.0,0,0.0,3333.0,1.0,0.0,91803.0,0.0,0.0,46116.0,0.0,0.0,0.0,0.0, 2021 23:09:32.791750000 ,0.0,0.0,0.0,0.0,2078.0,Uploading
1.0,24.0,0.0,0.0,2513558443.0,17463.0,0,0.0,50392.0,0.0,0.0,19770.0,277.0,0.0,80.0,0.0,0.0,0.0,495.0, 2021 19:38:14.324632000 ,0.0,0.0,0.0,0.0,29207.0,Vulnerability_scanner
1.0,20.0,0.0,0.0,1212579030.0,41154.0,0.0,0.0,44472.0,0.0,0.0,121.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0, 2021 19:07:13.814682000 ,0.0,0.0,0.0,0.0,1.0,DDoS_TCP
1.0,17.0,0.0,0.0,110884300.0,65523.0,0,0.0,34020.0,1.0,0.0,109.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 23:14:06.259148000 ,0.0,0.0,0.0,0.0,150.0,Uploading
1.0,16.0,0.0,0.0,3636129705.0,44886.0,0,0.0,56096.0,0.0,0.0,662.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 11:36:37.990892000 ,0.0,0.0,0.0,0.0,1.0,DDoS_HTTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,816659.0,0.0,0.0,0.0,0.0,0.0,0.0,41391.0,0.0,0.0,0.0,0.0,57.103.201.2,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078631.0,0.0,0.0,0.0,0.0,0.0,0.0,35717.0,0.0,0.0,0.0,0.0,145.244.66.158,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
1.0,24.0,0.0,0.0,1449382232.0,48286.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,34544.0,0.0,0.0,0.0,35.0, 2021 11:37:28.976241000 ,0.0,0.0,0.0,0.0,627.0,DDoS_HTTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316402.0,0.0,0.0,0.0,0.0,0.0,0.0,55996.0,0.0,0.0,0.0,0.0,135.115.177.135,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
1.0,24.0,0.0,0.0,584415198.0,377.0,0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,40638.0,0.0,0.0,0.0,278.0, 2021 11:38:01.709919000 ,0.0,0.0,0.0,0.0,1.0,DDoS_HTTP
