tcp.flags.ack,tcp.flags,icmp.seq_le,icmp.checksum,tcp.ack_raw,tcp.checksum,http.request.method,udp.stream,tcp.dstport,tcp.connection.fin,tcp.connection.synack,tcp.ack,http.content_length,tcp.connection.syn,tcp.srcport,arp.hw.size,arp.opcode,tcp.connection.rst,tcp.len,frame.time,dns.qry.name.len,dns.qry.qu,udp.time_delta,mqtt.protoname,tcp.seq,Attack_type
1.0,16.0,0.0,0.0,2704278314.0,60330.0,0,0.0,59462.0,0.0,0.0,122.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 18:12:49.668972000 ,0.0,0.0,0.0,0.0,486.0,XSS
1.0,25.0,0.0,0.0,3207512772.0,61109.0,0.0,0.0,1883.0,1.0,0.0,5.0,0.0,0.0,58938.0,0.0,0.0,0.0,2.0, 2021 19:54:41.602160000 ,0,0.0,0.0,0,56.0,Normal
1.0,16.0,0.0,0.0,2692760538.0,58244.0,0.0,0.0,60210.0,0.0,0.0,705281.0,0.0,0.0,4321.0,0.0,0.0,0.0,0.0, 2021 20:28:45.086322000 ,0.0,0.0,0.0,0.0,1.0,Backdoor
1.0,24.0,0.0,0.0,1013594299.0,45341.0,0.0,0.0,4321.0,0.0,0.0,1.0,0.0,0.0,35306.0,0.0,0.0,0.0,464.0, 2021 16:35:37.124686000 ,0.0,0.0,0.0,0.0,461825.0,Ransomware
1.0,24.0,0.0,0.0,1453306566.0,46496.0,0.0,0.0,4321.0,0.0,0.0,1.0,0.0,0.0,56322.0,0.0,0.0,0.0,304.0, 2021 18:18:46.606967000 ,0.0,0.0,0.0,0.0,1045297.0,Backdoor
1.0,24.0,0.0,0.0,2213215181.0,32571.0,0.0,0.0,4321.0,0.0,0.0,1.0,0.0,0.0,60210.0,0.0,0.0,0.0,400.0, 2021 20:40:29.159598000 ,0.0,0.0,0.0,0.0,1239681.0,Backdoor
0.0,4.0,0.0,0.0,0.0,23562.0,0.0,0.0,54216.0,0.0,0.0,0.0,0.0,0.0,1883.0,0.0,0.0,1.0,0.0, 2021 21:28:15.818461000 ,0,0.0,0.0,0,6.0,Normal
1.0,16.0,0.0,0.0,627740127.0,24104.0,0,0.0,80.0,0.0,0.0,479.0,0.0,0.0,44120.0,0.0,0.0,0.0,0.0, 2021 21:42:09.803832000 ,0.0,0.0,0.0,0.0,429.0,SQL_injection
1.0,24.0,0.0,0.0,2213215181.0,19181.0,0.0,0.0,4321.0,0.0,0.0,1.0,0.0,0.0,60210.0,0.0,0.0,0.0,400.0, 2021 20:52:20.857008000 ,0.0,0.0,0.0,0.0,1777393.0,Backdoor
0.0,2.0,0.0,0.0,0.0,2612.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,52518.0,0.0,0.0,0.0,0.0, 2021 20:07:55.171295000 ,0.0,0.0,0.0,0.0,0.0,Password
1.0,16.0,0.0,0.0,2578355164.0,36566.0,0.0,0.0,56322.0,0.0,0.0,53281.0,0.0,0.0,4321.0,0.0,0.0,0.0,0.0, 2021 17:59:23.736641000 ,0.0,0.0,0.0,0.0,1.0,Backdoor
1.0,24.0,0.0,0.0,2372171022.0,52021.0,0.0,0.0,60944.0,0.0,0.0,546341.0,0.0,0.0,5900.0,0.0,0.0,0.0,599.0, 2021 19:52:05.219104000 ,0.0,0.0,0.0,0,146368886.0,Normal
1.0,24.0,0.0,0.0,2237598144.0,47848.0,0.0,0.0,4321.0,0.0,0.0,3201.0,0.0,0.0,56324.0,0.0,0.0,0.0,144.0, 2021 18:23:16.643718000 ,0.0,0.0,0.0,0.0,3457.0,Backdoor
1.0,16.0,0.0,0.0,4162444709.0,25036.0,0,0.0,47190.0,0.0,0.0,87.0,0.0,0.0,80.0,0.0,0.0,0.0,1448.0, 2021 20:01:43.049961000 ,0.0,0.0,0.0,0.0,1.0,Password
1.0,24.0,0.0,0.0,2013966124.0,30772.0,0.0,0.0,4321.0,0.0,0.0,1.0,0.0,0.0,47924.0,0.0,0.0,0.0,464.0, 2021 23:42:55.566574000 ,0.0,0.0,0.0,0.0,748833.0,Ransomware
