tcp.flags.ack,tcp.flags,icmp.seq_le,icmp.checksum,tcp.ack_raw,tcp.checksum,http.request.method,udp.stream,tcp.dstport,tcp.connection.fin,tcp.connection.synack,tcp.ack,http.content_length,tcp.connection.syn,tcp.srcport,arp.hw.size,arp.opcode,tcp.connection.rst,tcp.len,frame.time,dns.qry.name.len,dns.qry.qu,udp.time_delta,mqtt.protoname,tcp.seq,Attack_type
0.0,2.0,0.0,0.0,1003425314.0,45701.0,0.0,0.0,80.0,0.0,0.0,1003425314.0,0.0,1.0,11270.0,0.0,0.0,0.0,0.0, 2021 18:48:24.050405000 ,0.0,0.0,0.0,0.0,0.0,Port_Scanning
0.0,0.0,0.0,0.0,0.0,0.0,0.0,59881.0,0.0,0.0,0.0,0.0,0.0,0.0,16300.0,0.0,0.0,0.0,0.0,195.214.200.205,0.0,0.0,0.0,0.0,0.0,DDoS_UDP
0.0,2.0,0.0,0.0,206127574.0,36433.0,0.0,0.0,80.0,0.0,0.0,206127574.0,0.0,1.0,39551.0,0.0,0.0,0.0,120.0, 2021 19:09:47.302043000 ,0.0,0.0,0.0,0.0,0.0,DDoS_TCP
1.0,20.0,0.0,0.0,480801782.0,51169.0,0,0.0,51152.0,0.0,0.0,1.0,0.0,0.0,3333.0,0.0,0.0,1.0,0.0, 2021 23:12:00.388459000 ,0.0,0.0,0.0,0.0,1.0,Uploading
1.0,16.0,0.0,0.0,3649630938.0,30306.0,0,0.0,80.0,0.0,0.0,1878.0,0.0,0.0,39226.0,0.0,0.0,0.0,0.0, 2021 19:18:53.293120000 ,0.0,0.0,0.0,0.0,87.0,Password
0.0,2.0,0.0,0.0,0.0,48209.0,0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,39178.0,0.0,0.0,0.0,0.0, 2021 21:36:49.423720000 ,0.0,0.0,0.0,0.0,0.0,SQL_injection
0.0,2.0,0.0,0.0,1852553387.0,10171.0,0.0,0.0,80.0,0.0,0.0,1852553387.0,0.0,1.0,53191.0,0.0,0.0,0.0,120.0, 2021 19:09:26.309921000 ,0.0,0.0,0.0,0.0,0.0,DDoS_TCP
1.0,16.0,0.0,0.0,1070822770.0,8667.0,0,0.0,80.0,0.0,0.0,479.0,0.0,0.0,39910.0,0.0,0.0,0.0,0.0, 2021 21:37:37.654149000 ,0.0,0.0,0.0,0.0,392.0,SQL_injection
0.0,2.0,0.0,0.0,479853283.0,49614.0,0.0,0.0,80.0,0.0,0.0,479853283.0,0.0,1.0,14241.0,0.0,0.0,0.0,120.0, 2021 19:05:24.403731000 ,0.0,0.0,0.0,0.0,0.0,DDoS_TCP
1.0,18.0,0.0,0.0,831241652.0,27010.0,0,0.0,54144.0,0.0,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0, 2021 20:09:51.318248000 ,0.0,0.0,0.0,0.0,0.0,Password
